Set_pos_x,Set_pos_y,Set_pos_z,Drone_pos_x,Drone_pos_y,Drone_pos_z,Com_shoulder,Com_elbow,Com_wrist_p,Com_wrist_r,Com_gripper,Manip_shoulder,Manip_elbow,Manip_wrist_p,Manip_wrist_r,Manip_gripper
-0,084 1,612 0,872 -0,349 1,556 0,892 -96 -67 -78 -90 38  
-0,075 1,613 0,866 -0,333 1,563 0,915 -96 -67 -78 -90 38  
-0,063 1,613 0,859 -0,326 1,566 0,923 -96 -67 -78 -90 38  
-0,059 1,614 0,857 -0,326 1,566 0,923 -96 -67 -78 -90 38  
-0,044 1,614 0,849 -0,290 1,582 0,966 -96 -67 -78 -90 38  
-0,036 1,615 0,843 -0,273 1,589 0,983 -96 -66 -78 -90 38  
-0,027 1,615 0,838 -0,239 1,599 1,007 -96 -66 -78 -90 38  
-0,019 1,616 0,833 -0,239 1,599 1,007 -97 -66 -78 -90 38  
-0,010 1,616 0,828 -0,217 1,603 1,016 -97 -66 -78 -90 38  
0,000 1,617 0,821 -0,200 1,606 1,018 -97 -65 -78 -90 38  
0,009 1,618 0,815 -0,196 1,607 1,018 -98 -65 -78 -90 38  
0,018 1,618 0,810 -0,178 1,609 1,011 -98 -65 -78 -90 38  
0,028 1,619 0,803 -0,178 1,609 1,011 -99 -64 -78 -90 38  
0,034 1,619 0,799 -0,166 1,610 1,001 -99 -64 -78 -90 38  
0,044 1,620 0,791 -0,158 1,611 0,991 -100 -63 -78 -90 38  
0,055 1,620 0,781 -0,148 1,615 0,975 -101 -62 -78 -90 38  
0,059 1,621 0,778 -0,139 1,622 0,956 -101 -62 -78 -90 38  
0,072 1,621 0,765 -0,131 1,630 0,939 -102 -61 -78 -90 38  
0,080 1,622 0,758 -0,127 1,634 0,929 -102 -61 -78 -90 38  
0,087 1,622 0,751 -0,119 1,644 0,909 -102 -61 -78 -90 38  
0,096 1,623 0,742 -0,119 1,644 0,909 -103 -61 -78 -90 38  
0,104 1,623 0,734 -0,113 1,649 0,897 -103 -60 -78 -90 38  
0,112 1,624 0,726 -0,109 1,652 0,890 -103 -60 -78 -90 38  
0,120 1,624 0,718 -0,105 1,655 0,884 -103 -60 -78 -90 38  
0,129 1,625 0,709 -0,101 1,657 0,879 -103 -60 -78 -90 38  
0,138 1,626 0,700 -0,095 1,659 0,871 -104 -60 -78 -90 38  
0,145 1,626 0,693 -0,084 1,661 0,861 -104 -60 -78 -90 38  
0,156 1,627 0,682 -0,061 1,659 0,852 -104 -59 -78 -90 38  
0,163 1,627 0,675 -0,061 1,659 0,852 -104 -59 -78 -90 38  
0,172 1,628 0,666 -0,052 1,657 0,850 -104 -59 -78 -90 38  
0,180 1,628 0,658 -0,039 1,655 0,848 -104 -59 -78 -90 38  
